"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date","pagesViewed","timesViewed","impressions","campaigns"
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","1 keyword researched a total of 1 time by 1 anonymous user","smartsheet",1,1,1,"Jul 3, 2023",,,,
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Jun 30, 2023",,,,
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Jun 14, 2023",,,,
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","2 keywords researched a total of 3 times by 2 anonymous users","canto, taxonomy",2,3,2,"May 23, 2023",,,,
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","1 keyword researched a total of 3 times by 1 anonymous user","taxonomy",1,3,1,"Apr 18, 2023",,,,
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",1,1,1,"Mar 16, 2023",,,,
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Mar 13, 2023",,,,
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","1 page viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/tenovos-rfp-template/",,,1,"Mar 5, 2023",1,2,,
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","1 Media Impression in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/96139",,,,"Mar 2, 2023",,,1,1
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","12 Media Impressions in 2 Campaigns","https://tenovos.abm.6sense.com/campaigns/view/96139, https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Mar 1, 2023",,,12,2
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","15 Media Impressions in 2 Campaigns","https://tenovos.abm.6sense.com/campaigns/view/96139, https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 28, 2023",,,15,2
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","1 keyword researched a total of 2 times by 1 anonymous user","widen",1,2,1,"Feb 27, 2023",,,,
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","1 keyword researched a total of 1 time by 1 anonymous user","content delivery network",1,1,1,"Feb 26, 2023",,,,
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","2 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 24, 2023",,,2,1
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","15 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 23, 2023",,,15,1
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","2 keywords researched a total of 2 times by 1 anonymous user","digital asset management trends, digital asset management",2,2,1,"Feb 23, 2023",,,,
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","11 Media Impressions in 2 Campaigns","https://tenovos.abm.6sense.com/campaigns/view/96139, https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 22, 2023",,,11,2
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","1 Media Impression in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 21, 2023",,,1,1
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","1 Media Impression in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 20, 2023",,,1,1
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","2 keywords researched a total of 3 times by 1 anonymous user","smartsheet alternatives, smartsheet",2,3,1,"Feb 20, 2023",,,,
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","1 Media Impression in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/96139",,,,"Feb 17, 2023",,,1,1
"/discover/account/detail/63110686532a421/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","SICK","United States - sick.com","2 keywords researched a total of 3 times by 1 anonymous user","smartsheet alternatives, smartsheet",2,3,1,"Feb 17, 2023",,,,