"cardURL","companyName","countryWebsite","description","detail","pagesViewed","timesViewed","numberOfPeople","date","timesClicked"
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","6 pages viewed a total of 6 times by 1 Anonymous user","https://tenovos.com/resources/blog/quick-start-guide-to-dam-integrations/, https://tenovos.com/resources/blog/ai-digital-asset-management/, https://tenovos.com/platform/story-orchestration/, https://tenovos.com/resources/#blog, https://tenovos.com/resources/, https://tenovos.com/why/dam-workflow-tools/",6,6,1,"Aug 3, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","6 pages clicked a total of 10 times by 1 Anonymous user","https://tenovos.com/platform/cloud-infrastructure/, https://tenovos.com/why/dam-workflow-tools/, https://tenovos.com/resources/#blog, https://tenovos.com/resources/, https://tenovos.com/platform/story-orchestration/, https://tenovos.com/resources/blog/quick-start-guide-to-dam-integrations/",6,,1,"Aug 3, 2023",10
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","4 pages viewed a total of 7 times by 1 Anonymous user","https://tenovos.com/platform/cloud-infrastructure/, https://tenovos.com/digital-asset-management-vendor-evaluation-guide/, https://tenovos.com/press/tenovos-joins-mach-alliance/, https://tenovos.com/resources/blog/quick-start-guide-to-dam-integrations/",4,7,1,"Aug 2, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","3 pages clicked a total of 5 times by 1 Anonymous user","https://tenovos.com/digital-asset-management-vendor-evaluation-guide/, https://tenovos.com/platform/cloud-infrastructure/, https://tenovos.com/resources/blog/quick-start-guide-to-dam-integrations/",3,,1,"Aug 2, 2023",5
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","4 pages viewed a total of 4 times by 2 Anonymous users","https://tenovos.com/thank-you-for-registering-for-our-webinar/, https://tenovos.com/resources/blog/level-up-your-dam-data/, https://tenovos.com/bringing-content-to-life-with-brand-portals/, https://tenovos.com/press/digital-asset-management-extensions/",4,4,2,"Aug 1, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","2 pages clicked a total of 3 times by 2 Anonymous users","https://tenovos.com/press/digital-asset-management-extensions/, https://tenovos.com/bringing-content-to-life-with-brand-portals/",2,,2,"Aug 1, 2023",3
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","2 pages viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/, https://tenovos.com/resources/blog/8-digital-asset-management-features/",2,2,1,"Jul 27, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/blog/8-digital-asset-management-features/",1,,1,"Jul 27, 2023",1
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","2 pages viewed a total of 3 times by 1 Anonymous user","https://tenovos.com/why/, https://tenovos.com/resources/",2,3,1,"Jul 26, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/",1,,1,"Jul 26, 2023",1
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/",1,1,1,"Jul 24, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Jun 30, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,,1,"Jun 30, 2023",1
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Jun 28, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","4 pages viewed a total of 4 times by 1 Anonymous user","https://tenovos.com/tenovos-partner-network/, https://tenovos.com/resources/, https://tenovos.com/about/, https://tenovos.com/",4,4,1,"Jun 21, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","2 pages clicked a total of 3 times by 1 Anonymous user","https://tenovos.com/tenovos-partner-network/, https://tenovos.com/",2,,1,"Jun 21, 2023",3
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","2 pages viewed a total of 2 times by 2 Anonymous users","https://tenovos.com/, https://tenovos.com/resources/",2,2,2,"Jun 9, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","2 pages viewed a total of 2 times by 2 Anonymous users","https://tenovos.com/platform/, https://tenovos.com/",2,2,2,"Jun 7, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","2 pages viewed a total of 2 times by 2 Anonymous users","https://tenovos.com/, https://tenovos.com/resources/webinars/the-impact-of-ai-on-digital-asset-management-key-skills-for-dam-managers-to-stay-competitive/",2,2,2,"Jun 6, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","2 pages clicked a total of 4 times by 2 Anonymous users","https://tenovos.com/resources/webinars/the-impact-of-ai-on-digital-asset-management-key-skills-for-dam-managers-to-stay-competitive/, https://tenovos.com/",2,,2,"Jun 6, 2023",4
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/platform/",1,1,1,"May 30, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","2 pages viewed a total of 3 times by 3 Anonymous users","https://tenovos.com/resources/, https://tenovos.com/",2,3,3,"May 24, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/",1,,1,"May 24, 2023",1
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page viewed a total of 3 times by 1 Anonymous user","https://tenovos.com/",1,3,1,"May 23, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","2 pages viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/platform/, https://tenovos.com/platform/cloud-infrastructure/",2,2,1,"May 18, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page clicked a total of 2 times by 1 Anonymous user","https://tenovos.com/platform/cloud-infrastructure/",1,,1,"May 18, 2023",2
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","3 pages viewed a total of 3 times by 1 Anonymous user","https://tenovos.com/, https://tenovos.com/why/enterprise-digital-asset-management/, https://tenovos.com/platform/story-management/",3,3,1,"May 12, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","2 pages clicked a total of 3 times by 1 Anonymous user","https://tenovos.com/, https://tenovos.com/why/enterprise-digital-asset-management/",2,,1,"May 12, 2023",3
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","2 pages viewed a total of 2 times by 2 Anonymous users","https://tenovos.com/, https://tenovos.com/about/",2,2,2,"May 11, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","2 pages clicked a total of 2 times by 2 Anonymous users","https://tenovos.com/about/, https://tenovos.com/",2,,2,"May 11, 2023",2
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","5 pages viewed a total of 6 times by 1 Anonymous user","https://tenovos.com/about/, https://tenovos.com/, https://tenovos.com/why/, https://tenovos.com/customers/, https://tenovos.com/resources/",5,6,1,"May 9, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","5 pages clicked a total of 6 times by 1 Anonymous user","https://tenovos.com/, https://tenovos.com/customers/, https://tenovos.com/resources/, https://tenovos.com/why/, https://tenovos.com/about/",5,,1,"May 9, 2023",6
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"May 8, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page clicked a total of 2 times by 1 Anonymous user","https://tenovos.com/",1,,1,"May 8, 2023",2
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","2 pages viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/resources/blog/8-digital-asset-management-features/, https://tenovos.com/resources/blog/benefits-of-good-dam-metadata-for-creatives/",2,2,1,"May 3, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","2 pages clicked a total of 2 times by 1 Anonymous user","https://tenovos.com/resources/blog/8-digital-asset-management-features/, https://tenovos.com/resources/blog/benefits-of-good-dam-metadata-for-creatives/",2,,1,"May 3, 2023",2
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Apr 27, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,,1,"Apr 27, 2023",1
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/",1,1,1,"Apr 26, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/",1,,1,"Apr 26, 2023",1
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page viewed a total of 2 times by 2 Anonymous users","https://tenovos.com/platform/",1,2,2,"Apr 24, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/platform/",1,,1,"Apr 24, 2023",1
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","5 pages viewed a total of 5 times by 1 Anonymous user","https://tenovos.com/resources/blog/dam-roi-red-flags/, https://tenovos.com/resources/ebooks-digital-assets-data/data-in-dam/, https://tenovos.com/your-top-3-must-have-reports-to-measure-dam-roi-and-productivity/, https://tenovos.com/platform/cloud-infrastructure/, https://tenovos.com/resources/ebooks-digital-assets-data/keywords/",5,5,1,"Apr 19, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","4 pages clicked a total of 4 times by 1 Anonymous user","https://tenovos.com/your-top-3-must-have-reports-to-measure-dam-roi-and-productivity/, https://tenovos.com/resources/ebooks-digital-assets-data/keywords/, https://tenovos.com/platform/cloud-infrastructure/, https://tenovos.com/resources/blog/dam-roi-red-flags/",4,,1,"Apr 19, 2023",4
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/platform/",1,1,1,"Apr 18, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Apr 13, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","10 pages viewed a total of 17 times by 3 Anonymous users","https://tenovos.com/, https://tenovos.com/about/, https://tenovos.com/platform/, https://tenovos.com/resources/blog/quick-start-guide-to-dam-integrations/, https://tenovos.com/resources/blog/8-digital-asset-management-features/, https://tenovos.com/platform/cloud-infrastructure/, https://tenovos.com/resources/#tools, https://tenovos.com/platform/story-management/, https://tenovos.com/why/, https://tenovos.com/customers/",10,17,3,"Apr 12, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","9 pages clicked a total of 13 times by 1 Anonymous user","https://tenovos.com/resources/blog/quick-start-guide-to-dam-integrations/, https://tenovos.com/resources/blog/8-digital-asset-management-features/, https://tenovos.com/about/, https://tenovos.com/platform/cloud-infrastructure/, https://tenovos.com/resources/#tools, https://tenovos.com/why/, https://tenovos.com/platform/, https://tenovos.com/, https://tenovos.com/customers/",9,,1,"Apr 12, 2023",13
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","3 pages viewed a total of 3 times by 2 Anonymous users","https://tenovos.com/why/, https://tenovos.com/about/, https://tenovos.com/",3,3,2,"Mar 30, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","4 pages clicked a total of 7 times by 2 Anonymous users","https://tenovos.com/about/, https://tenovos.com/, https://tenovos.com/about/#leadership, https://tenovos.com/about/#why",4,,2,"Mar 30, 2023",7
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","6 pages viewed a total of 19 times by 4 Anonymous users","https://tenovos.com/, https://tenovos.com/platform/, https://tenovos.com/resources/, https://tenovos.com/resources/blog/quick-start-guide-to-dam-integrations/, https://tenovos.com/platform/cloud-infrastructure/, https://tenovos.com/why/cpg-brand-consistency/",6,19,4,"Mar 28, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","3 pages clicked a total of 5 times by 3 Anonymous users","https://tenovos.com/resources/, https://tenovos.com/, https://tenovos.com/platform/cloud-infrastructure/",3,,3,"Mar 28, 2023",5
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","3 pages viewed a total of 5 times by 1 Anonymous user","https://tenovos.com/platform/cloud-infrastructure/, https://tenovos.com/resources/, https://tenovos.com/",3,5,1,"Mar 14, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","3 pages clicked a total of 5 times by 1 Anonymous user","https://tenovos.com/, https://tenovos.com/resources/, https://tenovos.com/platform/cloud-infrastructure/",3,,1,"Mar 14, 2023",5
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","2 pages viewed a total of 2 times by 1 Anonymous user","https://tenovos.com/resources/blog/dam-system-users/, https://tenovos.com/",2,2,1,"Mar 8, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page clicked a total of 1 time by 1 Anonymous user","https://tenovos.com/resources/blog/dam-system-users/",1,,1,"Mar 8, 2023",1
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/rsvp-la-23-03-23/",1,1,1,"Mar 3, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",1,1,1,"Mar 2, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","15 pages viewed a total of 17 times by 1 Anonymous user","https://tenovos.com/resources/ebooks-digital-assets-data/data-maturity/, https://tenovos.com/platform/story-management/, https://tenovos.com/resources/ebooks-digital-assets-data/, https://tenovos.com/resources/ebooks-digital-assets-data/data-in-dam/, https://tenovos.com/resources/ebooks-digital-assets-data/machine-learning-dams/, https://tenovos.com/why/, https://tenovos.com/resources/, https://tenovos.com/ebook-from-the-experts-a-guide-to-data-in-digital-asset-management-download-request/, https://tenovos.com/, https://tenovos.com/resources/ebooks-digital-assets-data/keywords/",15,17,1,"Feb 13, 2023",
"/discover/account/detail/9aa6f5b85db572f/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","Mattel, Inc.","United States - mattel.com","11 pages clicked a total of 12 times by 1 Anonymous user","https://tenovos.com/resources/, https://tenovos.com/platform/, https://tenovos.com/resources/ebooks-digital-assets-data/data-in-dam/, https://tenovos.com/resources/ebooks-digital-assets-data/metadata/, https://tenovos.com/resources/ebooks-digital-assets-data/, https://tenovos.com/resources/blog/what-is-metadata-and-how-is-it-used-in-digital-asset-management/, https://tenovos.com/why/, https://tenovos.com/resources/ebooks-digital-assets-data/data-maturity/, https://tenovos.com/resources/ebooks-digital-assets-data/keywords/, https://tenovos.com/platform/story-management/",11,,1,"Feb 13, 2023",12